region,zone,district,traditional_authority,facility_name,datim_code,system,hsector,period,reporting_period,sub_groups,new_women_registered,total_women_in_booking_cohort,not_tested_for_syphilis,syphilis_negative,syphilis_positive,hiv_status_not_ascertained,previous_negative,previous_positive,new_negative,new_positive,not_on_cpt,on_cpt,no_ar_vs,already_on_art_when_starting_anc,started_art_at_0_27_weeks_of_pregnancy,started_art_at_28_weeks_of_preg,no_ar_vs_dispensed_for_infant,ar_vs_dispensed_for_infant
Northern Region,Northern Zone,Karonga,TA Mwakaboko,Iponga Health Centre,WCfFWutWnQy,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,43,0,42,1,0,0,2,40,1,0,3,0,2,1,0,0,3
Northern Region,Northern Zone,Karonga,TA Mwakaboko,Ngana Health Centre,i1EAlggaEdC,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),13,NA,NA,NA,NA,3,0,1,9,0,NA,NA,0,1,0,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Mwakaboko,Ngana Health Centre,i1EAlggaEdC,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,43,6,37,0,5,0,1,37,0,0,1,0,1,0,0,0,1
Northern Region,Northern Zone,Karonga,TA Mwakaboko,Ngana Health Centre,i1EAlggaEdC,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),30,NA,NA,NA,NA,4,0,0,26,0,NA,NA,0,0,0,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Mwakaboko,Ngana Health Centre,i1EAlggaEdC,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,24,1,23,0,1,0,3,20,0,0,3,0,3,0,0,0,3
Northern Region,Northern Zone,Karonga,TA Mwakaboko,Ngana Health Centre,i1EAlggaEdC,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),25,NA,NA,NA,NA,2,0,0,23,0,NA,NA,0,0,0,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Mwakaboko,Ngana Health Centre,i1EAlggaEdC,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,32,0,32,0,0,0,1,30,1,0,2,0,1,1,0,0,2
Northern Region,Northern Zone,Karonga,TA Mwirang'ombe,Nyungwe Health Centre,hkfbWYUL3aO,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),140,NA,NA,NA,NA,0,0,0,136,4,NA,NA,0,0,4,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Mwirang'ombe,Nyungwe Health Centre,hkfbWYUL3aO,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,126,0,126,0,0,0,1,124,1,0,2,0,1,1,0,0,2
Northern Region,Northern Zone,Karonga,TA Mwirang'ombe,Nyungwe Health Centre,hkfbWYUL3aO,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),103,NA,NA,NA,NA,0,0,1,102,0,NA,NA,0,1,0,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Mwirang'ombe,Nyungwe Health Centre,hkfbWYUL3aO,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,110,64,46,0,0,0,1,108,1,0,2,0,1,1,0,0,2
Northern Region,Northern Zone,Karonga,TA Mwirang'ombe,Nyungwe Health Centre,hkfbWYUL3aO,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),86,NA,NA,NA,NA,0,0,2,83,1,NA,NA,0,3,0,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Mwirang'ombe,Nyungwe Health Centre,hkfbWYUL3aO,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,104,0,104,0,0,0,1,103,0,0,1,0,1,0,0,0,1
Northern Region,Northern Zone,Karonga,TA Kyungu,Karonga District Hospital,solEuXCXEYL,POC,Public,2019 Q1,1st month of quarter,All patients (checked data),357,NA,NA,NA,NA,5,4,15,326,7,NA,NA,0,15,4,3,NA,NA
Northern Region,Northern Zone,Karonga,TA Kyungu,Karonga District Hospital,solEuXCXEYL,POC,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,266,34,231,1,0,7,14,237,8,0,22,0,14,7,1,0,22
Northern Region,Northern Zone,Karonga,TA Kyungu,Karonga District Hospital,solEuXCXEYL,POC,Public,2019 Q1,2nd month of quarter,All patients (checked data),338,NA,NA,NA,NA,0,3,17,314,4,NA,NA,0,17,3,1,NA,NA
Northern Region,Northern Zone,Karonga,TA Kyungu,Karonga District Hospital,solEuXCXEYL,POC,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,281,171,105,5,0,5,14,254,8,0,22,0,14,7,1,0,22
Northern Region,Northern Zone,Karonga,TA Kyungu,Karonga District Hospital,solEuXCXEYL,POC,Public,2019 Q1,3rd month of quarter,All patients (checked data),302,NA,NA,NA,NA,0,3,7,282,10,NA,NA,0,7,9,1,NA,NA
Northern Region,Northern Zone,Karonga,TA Kyungu,Karonga District Hospital,solEuXCXEYL,POC,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,300,153,145,2,0,1,13,278,8,0,21,0,13,7,1,0,21
Northern Region,Northern Zone,Karonga,TA Kyungu,Lupembe Health Centre,OrlGnewFkuu,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),37,NA,NA,NA,NA,0,0,0,37,0,NA,NA,0,0,0,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Kyungu,Lupembe Health Centre,OrlGnewFkuu,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,33,0,33,0,0,1,2,29,1,0,3,0,2,1,0,0,3
Northern Region,Northern Zone,Karonga,TA Kyungu,Lupembe Health Centre,OrlGnewFkuu,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),43,NA,NA,NA,NA,0,0,0,43,0,NA,NA,0,0,0,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Kyungu,Lupembe Health Centre,OrlGnewFkuu,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,21,0,21,0,0,2,1,18,0,0,1,0,1,0,0,0,1
Northern Region,Northern Zone,Karonga,TA Kyungu,Lupembe Health Centre,OrlGnewFkuu,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),21,NA,NA,NA,NA,0,0,0,21,0,NA,NA,0,0,0,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Kyungu,Lupembe Health Centre,OrlGnewFkuu,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,32,1,31,0,0,0,1,30,1,0,2,0,1,1,0,0,2
Northern Region,Northern Zone,Karonga,TA Kyungu,Mpata Health Centre,d4CCTIpWuQ5,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),41,NA,NA,NA,NA,0,3,0,37,1,NA,NA,0,0,1,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Kyungu,Mpata Health Centre,d4CCTIpWuQ5,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,27,1,26,0,0,0,0,27,0,0,0,0,0,0,0,0,0
Northern Region,Northern Zone,Karonga,TA Kyungu,Mpata Health Centre,d4CCTIpWuQ5,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),20,NA,NA,NA,NA,0,0,0,20,0,NA,NA,0,0,0,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Kyungu,Mpata Health Centre,d4CCTIpWuQ5,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,13,0,12,1,0,0,0,12,1,0,1,0,0,1,0,0,1
Northern Region,Northern Zone,Karonga,TA Kyungu,Mpata Health Centre,d4CCTIpWuQ5,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),18,NA,NA,NA,NA,0,0,1,17,0,NA,NA,0,1,0,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Kyungu,Mpata Health Centre,d4CCTIpWuQ5,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,13,2,11,0,0,0,1,12,0,0,1,0,1,0,0,0,1
Northern Region,Northern Zone,Karonga,TA Kyungu,Wiliro Health Centre,eiHiV52J8Rw,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),26,NA,NA,NA,NA,0,0,0,26,0,NA,NA,0,0,0,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Kyungu,Wiliro Health Centre,eiHiV52J8Rw,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,17,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0
Northern Region,Northern Zone,Karonga,TA Kyungu,Wiliro Health Centre,eiHiV52J8Rw,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),22,NA,NA,NA,NA,0,0,2,20,0,NA,NA,0,2,0,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Kyungu,Wiliro Health Centre,eiHiV52J8Rw,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,16,0,16,0,2,0,0,14,0,0,0,0,0,0,0,0,0
Northern Region,Northern Zone,Karonga,TA Kyungu,Wiliro Health Centre,eiHiV52J8Rw,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),18,NA,NA,NA,NA,0,0,1,17,0,NA,NA,0,1,0,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Kyungu,Wiliro Health Centre,eiHiV52J8Rw,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,31,0,30,1,0,0,2,29,0,0,2,0,2,0,0,0,2
Northern Region,Northern Zone,Karonga,TA Kyungu,Kasoba Health Centre,H11Ez8zGWLP,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),52,NA,NA,NA,NA,0,0,0,50,2,NA,NA,0,0,2,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Kyungu,Kasoba Health Centre,H11Ez8zGWLP,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,40,0,40,0,0,0,0,39,1,0,1,0,0,1,0,0,1
Northern Region,Northern Zone,Karonga,TA Kyungu,Kasoba Health Centre,H11Ez8zGWLP,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),30,NA,NA,NA,NA,0,0,1,29,0,NA,NA,0,1,0,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Kyungu,Kasoba Health Centre,H11Ez8zGWLP,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,25,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0
Northern Region,Northern Zone,Karonga,TA Kyungu,Kasoba Health Centre,H11Ez8zGWLP,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),27,NA,NA,NA,NA,0,0,1,26,0,NA,NA,0,1,0,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Kyungu,Kasoba Health Centre,H11Ez8zGWLP,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,40,0,40,0,0,0,2,37,1,0,3,0,2,1,0,0,3
Northern Region,Northern Zone,Karonga,TA Kyungu,Blm Karonga,tR1SW4hKIxz,e-mastercard,Private,2019 Q1,1st month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Kyungu,Blm Karonga,tR1SW4hKIxz,e-mastercard,Private,2019 Q1,1st month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Region,Northern Zone,Karonga,TA Kyungu,Blm Karonga,tR1SW4hKIxz,e-mastercard,Private,2019 Q1,2nd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Kyungu,Blm Karonga,tR1SW4hKIxz,e-mastercard,Private,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Region,Northern Zone,Karonga,TA Kyungu,Blm Karonga,tR1SW4hKIxz,e-mastercard,Private,2019 Q1,3rd month of quarter,All patients (checked data),0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Kyungu,Blm Karonga,tR1SW4hKIxz,e-mastercard,Private,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Region,Northern Zone,Karonga,TA Kilupula,Kaporo Rural Hospital,dX76VGizR2I,POC,Public,2019 Q1,1st month of quarter,All patients (checked data),58,NA,NA,NA,NA,0,0,5,52,1,NA,NA,0,5,1,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Kilupula,Kaporo Rural Hospital,dX76VGizR2I,POC,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,99,0,99,0,0,0,10,88,1,0,11,0,10,1,0,0,11
Northern Region,Northern Zone,Karonga,TA Kilupula,Kaporo Rural Hospital,dX76VGizR2I,POC,Public,2019 Q1,2nd month of quarter,All patients (checked data),97,NA,NA,NA,NA,0,0,4,93,0,NA,NA,0,4,0,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Kilupula,Kaporo Rural Hospital,dX76VGizR2I,POC,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,102,0,101,1,0,0,6,95,1,0,7,0,6,1,0,0,7
Northern Region,Northern Zone,Karonga,TA Kilupula,Kaporo Rural Hospital,dX76VGizR2I,POC,Public,2019 Q1,3rd month of quarter,All patients (checked data),90,NA,NA,NA,NA,0,0,3,87,0,NA,NA,0,3,0,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Kilupula,Kaporo Rural Hospital,dX76VGizR2I,POC,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,79,0,79,0,0,0,1,78,0,0,1,0,1,0,0,0,1
Northern Region,Northern Zone,Karonga,TA Kilupula,Atupele Health Centre,YuQR6gkAOnP,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),91,NA,NA,NA,NA,0,0,0,84,7,NA,NA,0,0,6,1,NA,NA
Northern Region,Northern Zone,Karonga,TA Kilupula,Atupele Health Centre,YuQR6gkAOnP,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,51,0,51,0,0,0,3,45,3,0,6,0,3,2,1,0,6
Northern Region,Northern Zone,Karonga,TA Kilupula,Atupele Health Centre,YuQR6gkAOnP,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),91,NA,NA,NA,NA,2,0,1,82,6,NA,NA,0,1,5,1,NA,NA
Northern Region,Northern Zone,Karonga,TA Kilupula,Atupele Health Centre,YuQR6gkAOnP,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,75,0,75,0,0,0,4,69,2,0,6,0,4,2,0,0,6
Northern Region,Northern Zone,Karonga,TA Kilupula,Atupele Health Centre,YuQR6gkAOnP,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),64,NA,NA,NA,NA,0,0,1,60,3,NA,NA,0,1,3,0,NA,NA
Northern Region,Northern Zone,Karonga,TA Kilupula,Atupele Health Centre,YuQR6gkAOnP,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,75,0,72,3,0,0,1,71,3,0,4,0,1,2,1,0,4
Northern Region,Northern Zone,Nkhata Bay,TA Malanda,Chintheche Rural Hospital,cHtqxFaXdZc,POC,Public,2019 Q1,1st month of quarter,All patients (checked data),166,NA,NA,NA,NA,0,0,11,151,4,NA,NA,0,11,3,1,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA Malanda,Chintheche Rural Hospital,cHtqxFaXdZc,POC,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,113,19,92,2,0,0,7,103,3,0,10,0,7,1,2,0,10
Northern Region,Northern Zone,Nkhata Bay,TA Malanda,Chintheche Rural Hospital,cHtqxFaXdZc,POC,Public,2019 Q1,2nd month of quarter,All patients (checked data),102,NA,NA,NA,NA,2,1,3,93,3,NA,NA,0,3,3,0,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA Malanda,Chintheche Rural Hospital,cHtqxFaXdZc,POC,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,77,1,73,3,0,0,4,70,3,0,7,0,4,2,1,0,7
Northern Region,Northern Zone,Nkhata Bay,TA Malanda,Chintheche Rural Hospital,cHtqxFaXdZc,POC,Public,2019 Q1,3rd month of quarter,All patients (checked data),72,NA,NA,NA,NA,0,1,1,66,4,NA,NA,0,1,3,1,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA Malanda,Chintheche Rural Hospital,cHtqxFaXdZc,POC,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,108,3,105,0,3,0,4,101,0,0,4,0,4,0,0,0,4
Northern Region,Northern Zone,Nkhata Bay,TA Fukamapiri,Kachere Health Centre,hkaURmD3YKi,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),41,NA,NA,NA,NA,0,0,2,38,1,NA,NA,0,2,1,0,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA Fukamapiri,Kachere Health Centre,hkaURmD3YKi,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,50,0,50,0,0,0,3,47,0,0,3,0,3,0,0,0,3
Northern Region,Northern Zone,Nkhata Bay,TA Fukamapiri,Kachere Health Centre,hkaURmD3YKi,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),38,NA,NA,NA,NA,0,0,2,36,0,NA,NA,0,2,0,0,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA Fukamapiri,Kachere Health Centre,hkaURmD3YKi,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,31,0,30,1,0,0,3,28,0,0,3,0,3,0,0,0,3
Northern Region,Northern Zone,Nkhata Bay,TA Fukamapiri,Kachere Health Centre,hkaURmD3YKi,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),46,NA,NA,NA,NA,0,0,4,42,0,NA,NA,0,4,0,0,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA Fukamapiri,Kachere Health Centre,hkaURmD3YKi,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,41,0,41,0,0,0,2,38,1,0,3,0,2,1,0,0,3
Northern Region,Northern Zone,Nkhata Bay,TA Fukamapiri,Kande Health Centre,Sc82sk85bGb,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),41,NA,NA,NA,NA,0,0,2,38,1,NA,NA,0,2,0,1,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA Fukamapiri,Kande Health Centre,Sc82sk85bGb,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,46,0,44,2,0,0,3,43,0,0,3,0,3,0,0,0,3
Northern Region,Northern Zone,Nkhata Bay,TA Fukamapiri,Kande Health Centre,Sc82sk85bGb,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),44,NA,NA,NA,NA,0,0,2,42,0,NA,NA,0,2,0,0,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA Fukamapiri,Kande Health Centre,Sc82sk85bGb,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,41,0,41,0,0,0,0,40,1,0,1,0,0,1,0,0,1
Northern Region,Northern Zone,Nkhata Bay,TA Fukamapiri,Kande Health Centre,Sc82sk85bGb,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),24,NA,NA,NA,NA,0,0,1,23,0,NA,NA,0,1,0,0,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA Fukamapiri,Kande Health Centre,Sc82sk85bGb,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,52,0,52,0,0,0,0,51,1,0,1,0,0,1,0,0,1
Northern Region,Northern Zone,Nkhata Bay,TA Timbiri,Mpamba Health Centre,xcsC1a31ldk,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),55,NA,NA,NA,NA,0,0,1,53,1,NA,NA,0,1,1,0,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA Timbiri,Mpamba Health Centre,xcsC1a31ldk,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,56,29,27,0,4,0,1,48,3,0,4,0,1,3,0,0,4
Northern Region,Northern Zone,Nkhata Bay,TA Timbiri,Mpamba Health Centre,xcsC1a31ldk,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),51,NA,NA,NA,NA,1,0,1,49,0,NA,NA,0,1,0,0,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA Timbiri,Mpamba Health Centre,xcsC1a31ldk,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,49,10,39,0,0,0,1,47,1,0,2,0,1,1,0,0,2
Northern Region,Northern Zone,Nkhata Bay,TA Timbiri,Mpamba Health Centre,xcsC1a31ldk,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),43,NA,NA,NA,NA,0,0,3,40,0,NA,NA,0,3,0,0,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA Timbiri,Mpamba Health Centre,xcsC1a31ldk,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,49,3,46,0,1,0,1,43,4,0,5,0,1,4,0,0,5
Northern Region,Northern Zone,Nkhata Bay,TA Timbiri,Chisala Health Centre,VWEu8CkUwz2,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),43,NA,NA,NA,NA,0,1,0,42,0,NA,NA,0,0,0,0,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA Timbiri,Chisala Health Centre,VWEu8CkUwz2,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,33,0,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0
Northern Region,Northern Zone,Nkhata Bay,TA Timbiri,Chisala Health Centre,VWEu8CkUwz2,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),35,NA,NA,NA,NA,0,0,0,34,1,NA,NA,0,0,1,0,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA Timbiri,Chisala Health Centre,VWEu8CkUwz2,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,27,0,27,0,0,0,1,26,0,0,1,0,1,0,0,0,1
Northern Region,Northern Zone,Nkhata Bay,TA Timbiri,Chisala Health Centre,VWEu8CkUwz2,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),27,NA,NA,NA,NA,0,0,0,27,0,NA,NA,0,0,0,0,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA Timbiri,Chisala Health Centre,VWEu8CkUwz2,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,23,0,23,0,0,0,2,21,0,0,2,0,2,0,0,0,2
Northern Region,Northern Zone,Nkhata Bay,TA Timbiri,Luwazi Health Centre,Y3ITc5prklZ,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),7,NA,NA,NA,NA,0,0,0,7,0,NA,NA,0,0,0,0,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA Timbiri,Luwazi Health Centre,Y3ITc5prklZ,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,8,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0
Northern Region,Northern Zone,Nkhata Bay,TA Timbiri,Luwazi Health Centre,Y3ITc5prklZ,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),7,NA,NA,NA,NA,0,0,1,6,0,NA,NA,0,1,0,0,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA Timbiri,Luwazi Health Centre,Y3ITc5prklZ,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,9,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0
Northern Region,Northern Zone,Nkhata Bay,TA Timbiri,Luwazi Health Centre,Y3ITc5prklZ,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),12,NA,NA,NA,NA,2,0,0,10,0,NA,NA,0,0,0,0,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA Timbiri,Luwazi Health Centre,Y3ITc5prklZ,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,13,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0
Northern Region,Northern Zone,Nkhata Bay,TA M'bwana,Nkhatabay District Hospital,MT7qPBQ8crc,POC,Public,2019 Q1,1st month of quarter,All patients (checked data),170,NA,NA,NA,NA,5,2,6,148,9,NA,NA,0,6,9,0,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA M'bwana,Nkhatabay District Hospital,MT7qPBQ8crc,POC,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,118,8,110,0,0,4,8,103,3,0,11,0,8,3,0,0,11
Northern Region,Northern Zone,Nkhata Bay,TA M'bwana,Nkhatabay District Hospital,MT7qPBQ8crc,POC,Public,2019 Q1,2nd month of quarter,All patients (checked data),146,NA,NA,NA,NA,1,5,9,125,6,NA,NA,0,9,6,0,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA M'bwana,Nkhatabay District Hospital,MT7qPBQ8crc,POC,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,132,0,130,2,0,0,6,124,2,0,8,0,6,2,0,0,8
Northern Region,Northern Zone,Nkhata Bay,TA M'bwana,Nkhatabay District Hospital,MT7qPBQ8crc,POC,Public,2019 Q1,3rd month of quarter,All patients (checked data),147,NA,NA,NA,NA,0,6,6,132,3,NA,NA,1,6,2,0,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA M'bwana,Nkhatabay District Hospital,MT7qPBQ8crc,POC,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,157,0,155,2,0,0,2,153,2,0,4,0,2,2,0,0,4
Northern Region,Northern Zone,Nkhata Bay,TA M'bwana,Usisya Health Centre,bGRRz3lMi2u,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),38,NA,NA,NA,NA,0,0,1,37,0,NA,NA,0,1,0,0,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA M'bwana,Usisya Health Centre,bGRRz3lMi2u,e-mastercard,Public,2019 Q1,1st month of quarter,ANC women after 6 months,NA,31,2,29,0,2,0,2,25,2,0,4,0,2,2,0,0,4
Northern Region,Northern Zone,Nkhata Bay,TA M'bwana,Usisya Health Centre,bGRRz3lMi2u,e-mastercard,Public,2019 Q1,2nd month of quarter,All patients (checked data),48,NA,NA,NA,NA,0,0,4,43,1,NA,NA,0,4,1,0,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA M'bwana,Usisya Health Centre,bGRRz3lMi2u,e-mastercard,Public,2019 Q1,2nd month of quarter,ANC women after 6 months,NA,38,3,35,0,0,0,0,37,1,0,1,0,0,1,0,0,1
Northern Region,Northern Zone,Nkhata Bay,TA M'bwana,Usisya Health Centre,bGRRz3lMi2u,e-mastercard,Public,2019 Q1,3rd month of quarter,All patients (checked data),30,NA,NA,NA,NA,0,0,1,29,0,NA,NA,0,1,0,0,NA,NA
Northern Region,Northern Zone,Nkhata Bay,TA M'bwana,Usisya Health Centre,bGRRz3lMi2u,e-mastercard,Public,2019 Q1,3rd month of quarter,ANC women after 6 months,NA,36,0,36,0,0,0,2,33,1,0,3,0,2,1,0,0,3
Northern Region,Northern Zone,Nkhata Bay,TA M'bwana,Bula Health Centre,xZNh9hhxln3,e-mastercard,Public,2019 Q1,1st month of quarter,All patients (checked data),17,NA,NA,NA,NA,10,1,0,6,0,NA,NA,0,0,0,0,NA,NA
