area_level,area_name,sex,age_group,indicator,indicator_label,mean,lower,upper
Region,Northern,female,15-19,aware_plhiv_prop,Proportion PLHIV aware,0.972499364662627,0.954199530564668,0.98490248918571
Region,Northern,female,20-24,aware_plhiv_prop,Proportion PLHIV aware,0.95470758119193,0.932526145339852,0.971220036097037
Region,Northern,female,25-29,aware_plhiv_prop,Proportion PLHIV aware,0.96353981737333,0.945856717826619,0.975447495701996
Region,Northern,female,30-34,aware_plhiv_prop,Proportion PLHIV aware,0.978377249895316,0.968095180126523,0.985821792914047
Region,Northern,female,35-39,aware_plhiv_prop,Proportion PLHIV aware,0.988472412185233,0.982592848896695,0.992787324964234
Region,Northern,female,40-44,aware_plhiv_prop,Proportion PLHIV aware,0.991729783237964,0.986770473978735,0.995178264645904
Region,Northern,female,45-49,aware_plhiv_prop,Proportion PLHIV aware,0.993313322057818,0.988930810179359,0.996165155244726
Region,Northern,female,50-54,aware_plhiv_prop,Proportion PLHIV aware,0.992594997230476,0.986946420026858,0.996170732725268
Region,Northern,female,55-59,aware_plhiv_prop,Proportion PLHIV aware,0.988819345769199,0.979965735767186,0.994025560452498
Region,Northern,female,60-64,aware_plhiv_prop,Proportion PLHIV aware,0.989261979781362,0.979778228894239,0.994810633451328
Region,Northern,female,65-69,aware_plhiv_prop,Proportion PLHIV aware,0.989282280877274,0.978045733194959,0.995231417046325
Region,Northern,male,0-4,aware_plhiv_prop,Proportion PLHIV aware,0.649342216887764,0.603797330923444,0.694349540142379
Region,Northern,male,5-9,aware_plhiv_prop,Proportion PLHIV aware,0.690885844905573,0.647722850513811,0.733650384808999
Region,Northern,male,10-14,aware_plhiv_prop,Proportion PLHIV aware,0.710457659750901,0.668833840425792,0.751420579311447
Region,Northern,male,15-19,aware_plhiv_prop,Proportion PLHIV aware,0.828918610913237,0.788046770467691,0.863299708903447
Region,Northern,male,20-24,aware_plhiv_prop,Proportion PLHIV aware,0.759660053739473,0.669697065954565,0.839306095543377
Region,Northern,male,25-29,aware_plhiv_prop,Proportion PLHIV aware,0.783499967579362,0.701193395188618,0.852133114908017
Region,Northern,male,30-34,aware_plhiv_prop,Proportion PLHIV aware,0.8470987801446,0.790963344381354,0.895458544703553
Region,Northern,male,35-39,aware_plhiv_prop,Proportion PLHIV aware,0.8906437721907,0.840289124798228,0.92954267649201
Region,Northern,male,40-44,aware_plhiv_prop,Proportion PLHIV aware,0.921196726494657,0.88071843092833,0.94836120858421
Region,Northern,male,45-49,aware_plhiv_prop,Proportion PLHIV aware,0.938908430898593,0.906745788210408,0.962139660364461
Region,Northern,male,50-54,aware_plhiv_prop,Proportion PLHIV aware,0.936494721118009,0.899517183777716,0.962721797283183
Region,Northern,male,55-59,aware_plhiv_prop,Proportion PLHIV aware,0.914889679318468,0.868008114670544,0.949461873559392
Region,Northern,male,60-64,aware_plhiv_prop,Proportion PLHIV aware,0.913860166248217,0.857860411173873,0.952478135055546
Region,Northern,male,65-69,aware_plhiv_prop,Proportion PLHIV aware,0.915639785157542,0.852361503302173,0.956503599579457
Region,Northern,female,0-4,incidence,HIV incidence,6.5769628851346e-4,6.346053420895e-4,6.8065578715056e-4
Region,Northern,female,5-9,incidence,HIV incidence,0,0,0
Region,Northern,female,10-14,incidence,HIV incidence,0,0,0
Region,Northern,female,15-19,incidence,HIV incidence,6.0527063791295e-4,5.5922270873562e-4,6.636201064083e-4
Region,Northern,female,20-24,incidence,HIV incidence,0.00187780490487279,0.00173319194248469,0.00205463127394565
Region,Northern,female,25-29,incidence,HIV incidence,0.00198620151207991,0.00183220771818869,0.00216889431616665
Region,Northern,female,30-34,incidence,HIV incidence,0.00160148727701065,0.00147845903633882,0.0017496750610214
Region,Northern,female,35-39,incidence,HIV incidence,0.00118242442490275,0.0010927527536952,0.00129540000418631
Region,Northern,female,40-44,incidence,HIV incidence,8.3804420406884e-4,7.7345175990438e-4,9.1937435970143e-4
Region,Northern,female,45-49,incidence,HIV incidence,5.9166911756936e-4,5.4639758588348e-4,6.4972114959149e-4
Region,Northern,female,50-54,incidence,HIV incidence,4.2171971989569e-4,3.889482201949e-4,4.6408810945592e-4
Region,Northern,female,55-59,incidence,HIV incidence,3.0524052208896e-4,2.8103363480286e-4,3.3590626448682e-4
Region,Northern,female,60-64,incidence,HIV incidence,2.2439989889848e-4,2.0655993800211e-4,2.4735779538348e-4
Region,Northern,female,65-69,incidence,HIV incidence,1.6223820551728e-4,1.4958391220877e-4,1.7920566972603e-4
Region,Northern,male,0-4,incidence,HIV incidence,6.6007389653345e-4,6.3711621276829e-4,6.8309601258589e-4
Region,Northern,male,5-9,incidence,HIV incidence,0,0,0
Region,Northern,male,10-14,incidence,HIV incidence,0,0,0
Region,Northern,male,15-19,incidence,HIV incidence,3.48105979975949e-5,3.21756240338207e-5,3.81894800972046e-5
Region,Northern,male,20-24,incidence,HIV incidence,4.1356624728845e-4,3.8169738803999e-4,4.5323430909866e-4
Region,Northern,male,25-29,incidence,HIV incidence,9.7934346145547e-4,9.0298778789424e-4,0.0010709266840475
Region,Northern,male,30-34,incidence,HIV incidence,0.0013032286571661,0.00120206244404589,0.00142296431948623
Region,Northern,male,35-39,incidence,HIV incidence,0.00135327243669495,0.00124751441147504,0.0014788091413287
Region,Northern,male,40-44,incidence,HIV incidence,0.00123096763912245,0.00113684732953176,0.00134706653873694
Region,Northern,male,45-49,incidence,HIV incidence,0.00103528337450373,9.5596665744766e-4,0.00113639766834042
Region,Northern,male,50-54,incidence,HIV incidence,8.4136690650348e-4,7.7704333204219e-4,9.2430434320608e-4
Region,Northern,male,55-59,incidence,HIV incidence,6.7552235730288e-4,6.2298146019108e-4,7.4268863351011e-4
Region,Northern,male,60-64,incidence,HIV incidence,5.497626764302e-4,5.0743059288382e-4,6.0431995676424e-4
Region,Northern,male,65-69,incidence,HIV incidence,4.2805768687035e-4,3.9454927076032e-4,4.7200756531021e-4
Region,Central,female,0-4,population,Population,638953.914970223,638953.914970223,638953.914970223
Region,Central,female,5-9,population,Population,607618.099992994,607618.099992994,607618.099992994
Region,Central,female,10-14,population,Population,600022.915080164,600022.915080164,600022.915080164
Region,Central,female,15-19,population,Population,529469.213030667,529469.213030667,529469.213030667
Region,Central,female,20-24,population,Population,439028.031222449,439028.031222449,439028.031222449
Region,Central,female,25-29,population,Population,364676.527275886,364676.527275886,364676.527275886
Region,Central,female,30-34,population,Population,316469.190481007,316469.190481007,316469.190481007
Region,Central,female,35-39,population,Population,284818.643603178,284818.643603178,284818.643603178
Region,Central,female,40-44,population,Population,228262.041821816,228262.041821816,228262.041821816
Region,Central,female,45-49,population,Population,143167.701998147,143167.701998147,143167.701998147
Region,Central,female,50-54,population,Population,98270.2278668436,98270.2278668436,98270.2278668436
Region,Central,female,55-59,population,Population,80983.9105097717,80983.9105097717,80983.9105097717
Region,Central,female,60-64,population,Population,61081.5745488735,61081.5745488735,61081.5745488735
Region,Central,female,65-69,population,Population,41005.5146567392,41005.5146567392,41005.5146567392
Region,Central,male,0-4,population,Population,642771.455572722,642771.455572722,642771.455572722
Region,Central,male,5-9,population,Population,606937.241007162,606937.241007162,606937.241007162
Region,Central,male,10-14,population,Population,590254.425281368,590254.425281368,590254.425281368
Region,Central,male,15-19,population,Population,524906.784115286,524906.784115286,524906.784115286
Region,Central,male,20-24,population,Population,434801.19391374,434801.19391374,434801.19391374
Region,Central,male,25-29,population,Population,354785.337885474,354785.337885474,354785.337885474
Region,Central,male,30-34,population,Population,288358.949299155,288358.949299155,288358.949299155
Region,Central,male,35-39,population,Population,247604.25126459,247604.25126459,247604.25126459
Region,Central,male,40-44,population,Population,217860.147660514,217860.147660514,217860.147660514
Region,Central,male,45-49,population,Population,156630.696322048,156630.696322048,156630.696322048
Region,Central,male,50-54,population,Population,99016.3250357931,99016.3250357931,99016.3250357931
Region,Central,male,55-59,population,Population,65122.6653706261,65122.6653706261,65122.6653706261
Region,Central,male,60-64,population,Population,48516.6108476433,48516.6108476433,48516.6108476433
Region,Central,male,65-69,population,Population,34461.5257830175,34461.5257830175,34461.5257830175
Region,Central,female,0-4,prevalence,HIV prevalence,0.00201248682939481,0.00192912985014605,0.00210256650852752
Region,Central,female,5-9,prevalence,HIV prevalence,0.00386726298680601,0.00367539716194544,0.00407797649726279
Region,Central,female,10-14,prevalence,HIV prevalence,0.00642749657931037,0.00610737379442722,0.00677662556950432
Region,Central,female,15-19,prevalence,HIV prevalence,0.00993008400667247,0.00837319681816533,0.0119785033152088
Region,Central,female,20-24,prevalence,HIV prevalence,0.0195190622270577,0.016795493107297,0.0224823158088972
Region,Central,female,25-29,prevalence,HIV prevalence,0.0403576611101298,0.0360077576215554,0.0448999582338435
Region,Central,female,30-34,prevalence,HIV prevalence,0.0743278504444165,0.0677954487630959,0.080260806304969
Region,Central,female,35-39,prevalence,HIV prevalence,0.112692599414855,0.10469072380791,0.120485379253062
Region,Central,female,40-44,prevalence,HIV prevalence,0.132527054158059,0.123304768853898,0.141609235537188
Region,Central,female,45-49,prevalence,HIV prevalence,0.138348915545065,0.126663905167316,0.149985829483346
Region,Central,female,50-54,prevalence,HIV prevalence,0.119258107991107,0.107270939576058,0.133569289824451
Region,Central,female,55-59,prevalence,HIV prevalence,0.0827056875907283,0.0712162855453748,0.095129679603444
Region,Central,female,60-64,prevalence,HIV prevalence,0.0617326500077013,0.0522701920874027,0.0734728920333212
Region,Central,female,65-69,prevalence,HIV prevalence,0.0633359909287011,0.0504006516690117,0.0773602002241184
Region,Central,male,0-4,prevalence,HIV prevalence,0.00202206590897387,0.00193831154490321,0.00211339850838994
Region,Central,male,5-9,prevalence,HIV prevalence,0.00386493871661896,0.0036717474142006,0.00407608039959088
Region,Central,male,10-14,prevalence,HIV prevalence,0.00641404080361828,0.00609214816722629,0.00676534664304177
Region,Central,male,15-19,prevalence,HIV prevalence,0.00766579685086839,0.00632688141983345,0.00917962409088159
Region,Central,male,20-24,prevalence,HIV prevalence,0.00936635733861816,0.00746194259099659,0.011636894816834
Region,Central,male,25-29,prevalence,HIV prevalence,0.0172122132370172,0.0142667503483762,0.0207005195024088
Region,Central,male,30-34,prevalence,HIV prevalence,0.0351856319372344,0.0302437917245265,0.0403620234555231
Region,Central,male,35-39,prevalence,HIV prevalence,0.0598227868233994,0.0532387013261261,0.0670868992681915
Region,Central,male,40-44,prevalence,HIV prevalence,0.0896077334216657,0.0815171080186937,0.0989465530565906
Region,Central,male,45-49,prevalence,HIV prevalence,0.118285549687562,0.107875816574922,0.129605577197979
Region,Central,male,50-54,prevalence,HIV prevalence,0.128803112316827,0.115473157347863,0.142482779242086
Region,Central,male,55-59,prevalence,HIV prevalence,0.112622881062874,0.0973277102696986,0.129891808362292
Region,Central,male,60-64,prevalence,HIV prevalence,0.0891243050385205,0.0744020120839971,0.105915602093943
Region,Central,male,65-69,prevalence,HIV prevalence,0.0752506747037873,0.0601450048594745,0.0914620382404173
Region,Central,female,0-4,plhiv,PLHIV,1285.88633846783,1232.62926352585,1343.43816326985
Region,Central,female,5-9,plhiv,PLHIV,2349.8189882163,2233.25531796638,2477.83103437449
Region,Central,female,10-14,plhiv,PLHIV,3856.64523418559,3664.61204021032,4066.07277123931
Region,Central,female,15-19,plhiv,PLHIV,5257.67376434129,4433.84496983466,6341.31718477687
Region,Central,female,20-24,plhiv,PLHIV,8569.41546085362,7375.12681841842,9868.27843177024
Region,Central,female,25-29,plhiv,PLHIV,14717.4917026192,13135.2247400355,16368.7026919166
Region,Central,female,30-34,plhiv,PLHIV,23522.4746603379,21464.9369331746,25389.5806638279
Region,Central,female,35-39,plhiv,PLHIV,32096.9533094551,29834.2643881885,34298.1273874812
Region,Central,female,40-44,plhiv,PLHIV,30250.8959787489,28163.4114598074,32304.11744526
Region,Central,female,45-49,plhiv,PLHIV,19807.0963125226,18148.576224858,21456.1769096177
Region,Central,female,50-54,plhiv,PLHIV,11719.5214472547,10550.2497731323,13112.9598640707
Region,Central,female,55-59,plhiv,PLHIV,6697.83000249668,5771.98953536991,7697.31665341502
Region,Central,female,60-64,plhiv,PLHIV,3770.72746354492,3194.87170491844,4484.13759284954
Region,Central,female,65-69,plhiv,PLHIV,2597.12490432595,2068.58655039119,3169.06908501221
Region,Central,male,0-4,plhiv,PLHIV,1299.72624757511,1245.8957885970499,1358.42693793111
Region,Central,male,5-9,plhiv,PLHIV,2345.7752413264802,2228.5386183032,2473.90270081835
Region,Central,male,10-14,plhiv,PLHIV,3785.91596827095,3595.96677116521,3993.21597807272
Region,Central,male,15-19,plhiv,PLHIV,4023.82877267042,3320.82650247137,4818.76930897653
Region,Central,male,20-24,plhiv,PLHIV,4072.50335345389,3244.18873773505,5060.24309184573
Region,Central,male,25-29,plhiv,PLHIV,6106.64088905196,5060.97737809228,7345.36917655357
Region,Central,male,30-34,plhiv,PLHIV,10146.0918558477,8719.18174958618,11641.3886331271
Region,Central,male,35-39,plhiv,PLHIV,14812.376339969,13178.356591354,16616.2489606227
Region,Central,male,40-44,plhiv,PLHIV,19521.9540347681,17753.1429756803,21565.1845266459
Region,Central,male,45-49,plhiv,PLHIV,18527.1480123991,16889.1702738568,20310.0117344771
Region,Central,male,50-54,plhiv,PLHIV,12753.6108347847,11427.2173233776,14116.3746094082
Region,Central,male,55-59,plhiv,PLHIV,7334.30219653337,6334.0818532178,8465.17489896051
Region,Central,male,60-64,plhiv,PLHIV,4324.00922462055,3607.43248016508,5142.40707854856
Region,Central,male,65-69,plhiv,PLHIV,2593.25306649403,2071.33202000843,3154.13839777576
Region,Central,female,0-4,art_coverage,ART coverage,0.655484052175642,0.621386669967277,0.689128543266655
Region,Central,female,5-9,art_coverage,ART coverage,0.690571958024938,0.658590457306957,0.722931230390951
Region,Central,female,10-14,art_coverage,ART coverage,0.702491385462403,0.671047260706383,0.734090168694373
Region,Central,female,15-19,art_coverage,ART coverage,0.972415965196655,0.955142661090039,0.984582127500536
Region,Central,female,20-24,art_coverage,ART coverage,0.954569034178547,0.934180225825886,0.970621700261743
Region,Central,female,25-29,art_coverage,ART coverage,0.963452522428684,0.948914653568409,0.975108331158943
Region,Central,female,30-34,art_coverage,ART coverage,0.978305401388178,0.96880966012827,0.985484626563788
Region,Central,female,35-39,art_coverage,ART coverage,0.988445176742297,0.982879545782802,0.992340141126836
Region,Central,female,40-44,art_coverage,ART coverage,0.991712532657012,0.986660030034162,0.99498010096595
Region,Central,female,45-49,art_coverage,ART coverage,0.993301580913214,0.989006650078201,0.996062956215657
Region,Central,female,50-54,art_coverage,ART coverage,0.992600137975155,0.987443428954978,0.996054867768619
Region,Central,female,55-59,art_coverage,ART coverage,0.988819904121695,0.980706373152896,0.993916490411903
Region,Central,female,60-64,art_coverage,ART coverage,0.989236389837378,0.979249553606284,0.994783005231186
Region,Central,female,65-69,art_coverage,ART coverage,0.989248083249081,0.979071400891522,0.995101924817605
Region,Central,male,0-4,art_coverage,ART coverage,0.655287888221603,0.620941429462371,0.689427058397628
Region,Central,male,5-9,art_coverage,ART coverage,0.690139204439404,0.658257186363286,0.722600836768489
Region,Central,male,10-14,art_coverage,ART coverage,0.702397767346404,0.67110039311655,0.734427516123921
